asset_no,chapter_no,chapter_name,category,question_type,item_no,subpart_label,question_file,solution_file,solution_page_count
001,11,2011年真题,大连理工852真题,选择题,01,题1,pb_11-01_question.png,pb_11-01_solution.png,1
002,11,2011年真题,大连理工852真题,选择题,02,题2,pb_11-02_question.png,pb_11-02_solution.png,1
003,11,2011年真题,大连理工852真题,选择题,03,题3,pb_11-03_question.png,pb_11-03_solution.png,1
004,11,2011年真题,大连理工852真题,选择题,04,题4,pb_11-04_question.png,pb_11-04_solution.png,1
005,11,2011年真题,大连理工852真题,计算题,05,题5,pb_11-05_question.png,pb_11-05_solution.png,1
006,11,2011年真题,大连理工852真题,计算题,06,题6,pb_11-06_question.png,pb_11-06_solution.png,1
007,11,2011年真题,大连理工852真题,计算题,07,题7,pb_11-07_question.png,pb_11-07_solution.png,1
008,11,2011年真题,大连理工852真题,计算题,08,题8,pb_11-08_question.png,pb_11-08_solution.png,1
009,11,2011年真题,大连理工852真题,计算题,09,题9,pb_11-09_question.png,pb_11-09_solution.png,2
010,11,2011年真题,大连理工852真题,计算题,10,题10,pb_11-10_question.png,pb_11-10_solution.png,1
