asset_no,chapter_no,chapter_name,category,question_type,item_no,subpart_label,question_file,solution_file,solution_page_count
001,22,2022年真题,大连理工852真题,选择题,01,题1,pb_22-01_question.png,pb_22-01_solution.png,1
002,22,2022年真题,大连理工852真题,选择题,02,题2,pb_22-02_question.png,pb_22-02_solution.png,1
003,22,2022年真题,大连理工852真题,选择题,03,题3,pb_22-03_question.png,pb_22-03_solution.png,1
004,22,2022年真题,大连理工852真题,填空题,04,题4,pb_22-04_question.png,pb_22-04_solution.png,1
005,22,2022年真题,大连理工852真题,填空题,05,题5,pb_22-05_question.png,pb_22-05_solution.png,2
006,22,2022年真题,大连理工852真题,填空题,06,题6,pb_22-06_question.png,pb_22-06_solution.png,1
007,22,2022年真题,大连理工852真题,填空题,07,题7,pb_22-07_question.png,pb_22-07_solution.png,1
008,22,2022年真题,大连理工852真题,填空题,08,题8,pb_22-08_question.png,pb_22-08_solution.png,1
009,22,2022年真题,大连理工852真题,填空题,09,题9,pb_22-09_question.png,pb_22-09_solution.png,1
010,22,2022年真题,大连理工852真题,选择题,10,题10,pb_22-10_question.png,pb_22-10_solution.png,2
011,22,2022年真题,大连理工852真题,填空题,11,题11,pb_22-11_question.png,pb_22-11_solution.png,1
012,22,2022年真题,大连理工852真题,填空题,12,题12,pb_22-12_question.png,pb_22-12_solution.png,1
013,22,2022年真题,大连理工852真题,填空题,13,题13,pb_22-13_question.png,pb_22-13_solution.png,1
014,22,2022年真题,大连理工852真题,填空题,14,题14,pb_22-14_question.png,pb_22-14_solution.png,1
015,22,2022年真题,大连理工852真题,填空题,15,题15,pb_22-15_question.png,pb_22-15_solution.png,2
016,22,2022年真题,大连理工852真题,计算题,16,题16,pb_22-16_question.png,pb_22-16_solution.png,1
017,22,2022年真题,大连理工852真题,计算题,17,题17,pb_22-17_question.png,pb_22-17_solution.png,1
018,22,2022年真题,大连理工852真题,计算题,18,题18,pb_22-18_question.png,pb_22-18_solution.png,1
019,22,2022年真题,大连理工852真题,计算题,19,题19,pb_22-19_question.png,pb_22-19_solution.png,2
020,22,2022年真题,大连理工852真题,计算题,20,题20,pb_22-20_question.png,pb_22-20_solution.png,1
021,22,2022年真题,大连理工852真题,计算题,21,题21,pb_22-21_question.png,pb_22-21_solution.png,2
022,22,2022年真题,大连理工852真题,计算题,22,题22,pb_22-22_question.png,pb_22-22_solution.png,2
023,22,2022年真题,大连理工852真题,计算题,23,题23,pb_22-23_question.png,pb_22-23_solution.png,3
024,22,2022年真题,大连理工852真题,计算题,24,题24,pb_22-24_question.png,pb_22-24_solution.png,3
025,22,2022年真题,大连理工852真题,计算题,25,题25,pb_22-25_question.png,pb_22-25_solution.png,2
026,22,2022年真题,大连理工852真题,计算题,26,题26,pb_22-26_question.png,pb_22-26_solution.png,3
